StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,1_1,1_2,1_3,1_8,1_9,2_1,2_2,2_3,2_8,2_9,T1_1,T1_2,T1_3,T1_4,T1_5,T1_6,T1_7,GA1_1,GA1_2,GA1_3,GA1_4,GA1_5,GA2,GA3_1,GA3_2,GA3_3,GA3_4,GA3_5,GA3_6,GA3_7,GA3_8,GA4,GA5,GA6,N1_1,N1_2,N1_3,N1_4,N1_5,N2,N3_1,N3_2,N3_3,N3_4,N3_5,N3_6,N3_7,N3_8,N4,N5,N6,FB1_1,FB1_2,FB1_3,FB1_4,FB1_5,FB2,FB3_1,FB3_2,FB3_3,FB3_4,FB3_5,FB3_6,FB3_7,FB3_8,FB4,FB5,FB6,1,2_1,imid,Q_Language,group,SC1,SC2,SC3
2021-10-19 09:18:48,2021-10-19 09:37:00,IP Address,100,1092,True,2021-10-19 09:37:01,R_27r25ZzwSGKjjFL,anonymous,NL,0.89999997615814208984375,Vrijheid,Corruptie,Inflatie,Immigratie,Verdeeldheid,Corruptie,Stijgende prijzen,Immigratie,Verdeeldheid,Rellen,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Strongly disagree - 1,Strongly disagree - 1,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Strongly disagree - 1,Strongly disagree - 1,Usually - 5,,,,,,,,,,,,,,,,,,Extremely interesting - 5,9,2880397,NL,GA,3,0,3
2021-10-19 08:55:39,2021-10-19 09:39:31,IP Address,100,2631,True,2021-10-19 09:39:31,R_2CDtYd5Fcs9QDHA,anonymous,NL,0.800000011920928955078125,"woningnood ","klimaat ","coronacrissis ","asielbeleid ","economie ","coronacrissis ",proces moord op peter r. de vries,woningnood,"formatie ","man voor tram geduwd ",Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too little - 2,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Sometimes - 3,Agree - 6,Agree - 6,Somewhat disagree - 3,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Agree - 6,Somewhat agree - 5,Sometimes - 3,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Somewhat disagree - 3,Neither agree nor disagree - 4,Sometimes - 3,Slightly interesting - 2,3,4732950,NL,FB,2,5,3
2021-10-19 09:29:50,2021-10-19 09:40:25,IP Address,100,635,True,2021-10-19 09:40:25,R_2CK5WccESSMU4Rj,anonymous,NL,0.89999997615814208984375,Wooncrisis,Klimaat,"Stikstof ","Energie ","Armoedebestrijding ",Formatie,"Covid ",Wooncrisis,Klimaat,"Stikstof ",Agree -6,Agree -6,Agree -6,Somewhat agree -5,Agree -6,Agree -6,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Slightly too little attention - 3,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Moderately too little - 2,Moderately too little - 2,Neither too much nor too little - 4,Moderately too little - 2,Neither too much nor too little - 4,Disagree - 2,Disagree - 2,Sometimes - 3,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Moderately too little - 2,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too little - 2,Neither too much nor too little - 4,Disagree - 2,Disagree - 2,Sometimes - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,Very interesting - 4,6,2434670,NL,NOS,2,3,5
2021-10-19 09:34:26,2021-10-19 09:41:15,IP Address,100,409,True,2021-10-19 09:41:16,R_29gCoiGXZmDNMyt,anonymous,NL,0.89999997615814208984375,Huisvesting,Gezondheidszorg,Onderwijs,Sociale ongelijkheid,Immigratie beleid,Corona epidemie,Vorming kabinet,Huisvesting,Immigratie,Onderwijs,Agree -6,Agree -6,Agree -6,Somewhat disagree - 3,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Very interesting - 4,3,4780007,NL,FB,0,5,0
2021-10-19 09:40:44,2021-10-19 09:45:35,IP Address,100,290,True,2021-10-19 09:45:35,R_2VedJHNQPb5Wryu,anonymous,NL,1,Corona,Klimaat,Economie,Betaalbare woningen,Migratiebeleid,Corona,Woningen,Veiligheid,Economie,X,Agree -6,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Agree -6,Somewhat agree -5,,,,,,,,,,,,,,,,,,Strongly agree - 7,Agree - 6,Somewhat agree - 5,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Slightly too little - 3,Slightly too little - 3,Far too little - 1,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Sometimes - 3,Strongly disagree - 1,Disagree - 2,Neither agree nor disagree - 4,Strongly agree - 7,Strongly agree - 7,Slightly too much attention - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too little - 1,Moderately too much - 6,Neither too much nor too little - 4,Moderately too much - 6,Moderately too much - 6,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,Not interesting at all - 1,6,173211,NL,FB,1,5,2
2021-10-19 09:43:46,2021-10-19 09:48:26,IP Address,100,280,True,2021-10-19 09:48:27,R_DAEmC8oMYlSujGF,anonymous,NL,1,Corona,Formatie,Stikstof,Gasprijzen,Asielbeleid,Corona,Man onder tram in Den Haag,Ingestort stadion,Gasprijzen,Formatie,Agree -6,Agree -6,Agree -6,Agree -6,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,,,,,,,,,,,,,,,,,,Moderately interesting - 3,4,2433880,NL,NOS,0,1,4
2021-10-19 09:29:52,2021-10-19 09:50:28,IP Address,100,1235,True,2021-10-19 09:50:28,R_2eaR7ODwR0BzjFK,anonymous,NL,1,"Corona ","Klimaatverandering ",Zorg,Onderwijs,"Woningnood ","Stijging positieve tests ","Tram ongeval ",Ingestorte tribune,Nieuwe zorgpremie 2022,"Ratrace onder farmaceuten ",Somewhat disagree - 3,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Somewhat disagree - 3,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Agree - 6,Strongly agree - 7,Disagree - 2,Strongly disagree - 1,Disagree - 2,Moderately too much attention - 6,Moderately too much - 6,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Moderately too much - 6,Neither too much nor too little - 4,Moderately too little - 2,Slightly too much - 5,Somewhat disagree - 3,Somewhat agree - 5,Never - 1,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Far too little - 1,Far too little - 1,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Somewhat agree - 5,Neither agree nor disagree - 4,Never - 1,Slightly interesting - 2,2,4729468,NL,FB,0,5,5
2021-10-19 09:42:42,2021-10-19 09:50:59,IP Address,100,497,True,2021-10-19 09:51:00,R_2QJSipPzjj9Evaz,anonymous,NL,1,CO2 uitstoot,huizenmarkt,kabinetsformatie,toeslagenslachtoffers,Corona,stijging corona,ingestorte tribune,Trump rechtszaak,Polen en EU,dansmarathon,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Strongly agree - 7,Strongly agree - 7,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Moderately too much - 6,Slightly too much - 5,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Disagree - 2,Agree - 6,Seldom - 2,Disagree - 2,Disagree - 2,Somewhat disagree - 3,Somewhat agree - 5,Agree - 6,Neither too much nor too little attention - 4,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Very interesting - 4,2,49489,NL,NOS,0,3,5
2021-10-19 09:40:32,2021-10-19 09:51:39,IP Address,100,666,True,2021-10-19 09:51:39,R_u9eqQTBak3PTiRX,anonymous,NL,0.89999997615814208984375,Covid,woningnood,vluchtelingen,klimaat,gezonheidszorg,klimaat,woningnood,covid,misdaad,vluchtelingen,Strongly agree - 7,Somewhat agree -5,Agree -6,Agree -6,Somewhat disagree - 3,Disagree - 2,Disagree - 2,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Agree - 6,Somewhat agree - 5,Neither too much nor too little attention - 4,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Agree - 6,Agree - 6,Sometimes - 3,Strongly agree - 7,Strongly agree - 7,Disagree - 2,Disagree - 2,Strongly disagree - 1,Neither too much nor too little attention - 4,Moderately too much - 6,Moderately too much - 6,Slightly too little - 3,Moderately too much - 6,Far too much - 7,Moderately too little - 2,Neither too much nor too little - 4,Far too much - 7,Disagree - 2,Disagree - 2,Sometimes - 3,Disagree - 2,Disagree - 2,Somewhat agree - 5,Agree - 6,Agree - 6,Moderately too little attention - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Agree - 6,Agree - 6,Sometimes - 3,Very interesting - 4,8,5026718,NL,GA,3,5,5
2021-10-19 09:42:47,2021-10-19 09:52:26,IP Address,100,579,True,2021-10-19 09:52:27,R_2aDFCxyFFK2EEPU,anonymous,NL,1,klimaatcrisis,narcocriminaliteit,"woningnood ",corona,politieke crisis,polen negeert eu,zorgverzekering duurder,man onder tram geduwd,coronagevallen stijgen,ecuador noodtoestand,Agree -6,Agree -6,Agree -6,Somewhat agree -5,Disagree - 2,Somewhat disagree - 3,Disagree - 2,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Slightly too much attention - 5,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Far too little - 1,Far too little - 1,Disagree - 2,Agree - 6,Never - 1,,,,,,,,,,,,,,,,,,Very interesting - 4,1,3130969,NL,NOS,0,0,5
2021-10-19 09:49:02,2021-10-19 09:56:52,IP Address,100,469,True,2021-10-19 09:56:52,R_1hA96fSSyMNYuqG,anonymous,NL,1,criminaliteit,klimaat,gezondheid,milieu,huizenbouw,corana,p.de Vries,ziekziekenhuis bezetting,politiek,premie ziekenfonds,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Agree -6,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Somewhat agree - 5,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Never - 1,,,,,,,,,,,,,,,,,,Moderately interesting - 3,6,444237,NL,NOS,0,0,5
2021-10-19 09:44:33,2021-10-19 09:57:51,IP Address,100,797,True,2021-10-19 09:57:51,R_3COZjBLCFcTgnGA,anonymous,NL,0.89999997615814208984375,"Klimaat ",Toeslagen,Nieuw kabinet,Vluchtelingen,Corona,44%meer positieve testen,Mensensmokkelaarvgezocht,Onslag gevangenis om relatie,Gofferstadion voorlopig dicht,Ontvoerders haitie eisen 17 miljoen,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Agree -6,Agree -6,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Sometimes - 3,Somewhat agree - 5,Somewhat agree - 5,Neither agree of disagree - 4,Neither agree of disagree - 4,Somewhat agree - 5,Slightly too much attention - 5,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Sometimes - 3,Disagree - 2,Disagree - 2,Agree - 6,Agree - 6,Agree - 6,Slightly too little attention - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Moderately too little - 2,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,Very interesting - 4,6,655814,NL,FB,2,5,3
2021-10-19 09:46:13,2021-10-19 09:58:04,IP Address,100,710,True,2021-10-19 09:58:05,R_3HXodQ5LqEvLyGf,anonymous,NL,0.89999997615814208984375,immigratie,grondwetwijziging,nieuw bestuurscultuur,EURO,EU,nieuwe regering,woningnood,klimaat,co2,asiel,Disagree - 2,Disagree - 2,Disagree - 2,Strongly disagree - 1,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree - 3,Somewhat agree - 5,Disagree - 2,Somewhat disagree - 3,Somewhat disagree - 3,Moderately too much attention - 6,Slightly too much - 5,Slightly too much - 5,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither agree nor disagree - 4,Strongly agree - 7,Never - 1,Extremely interesting - 5,8,485456,NL,FB,0,3,0
2021-10-19 09:53:12,2021-10-19 09:59:00,IP Address,100,347,True,2021-10-19 09:59:00,R_32RNFvVx4XqrQXV,anonymous,NL,1,Klimaat,"Gasvoorziening ",Weet niet,Weet niet,Weet niet,Klimaat,Gas,Stroom wateroverlast,"Geen idee ",Geen idee,Agree -6,Agree -6,Agree -6,Agree -6,Disagree - 2,Strongly agree - 7,Somewhat agree -5,,,,,,,,,,,,,,,,,,Agree - 6,Somewhat disagree - 3,Disagree - 2,Somewhat agree - 5,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Moderately too little - 2,Far too little - 1,Far too little - 1,Neither agree nor disagree - 4,Disagree - 2,Never - 1,,,,,,,,,,,,,,,,,,Slightly interesting - 2,8,3139183,NL,NOS,0,0,5
2021-10-19 09:55:30,2021-10-19 09:59:36,IP Address,100,245,True,2021-10-19 09:59:36,R_2dowLxL63YhsWob,anonymous,NL,0.89999997615814208984375,Corona,"Immigranten ",Geen,Geen,Geen,Corona,Geen,"Geen ","Geen ","Geen ",Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,,,,,,,,,,,,,,,,,,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Very interesting - 4,5,5022258,NL,FB/GA,3,5,1
2021-10-19 09:54:54,2021-10-19 10:00:36,IP Address,100,341,True,2021-10-19 10:00:38,R_24MhfrMGVi8VqFt,anonymous,NL,1,Milieu,Corona,Energiecrisis,Onderwijs,Criminaliteit,Energie,Criminaliteit,Regering,Milieu,Corona,Somewhat agree -5,Agree -6,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Somewhat disagree - 3,Somewhat agree - 5,Seldom - 2,Somewhat agree - 5,Neither agree of disagree - 4,Somewhat disagree - 3,Somewhat agree - 5,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Somewhat agree - 5,Somewhat agree - 5,Seldom - 2,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Moderately too little attention - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Somewhat agree - 5,Agree - 6,Seldom - 2,Very interesting - 4,6,2614766,NL,NOS,2,2,3
2021-10-19 09:59:31,2021-10-19 10:04:39,IP Address,100,307,True,2021-10-19 10:04:39,R_3HTgb5zgwAcyVHV,anonymous,NL,0.89999997615814208984375,Corona,Kabinet,"Milieu ","Terrorisme ","Criminaliteit ",Corona,Rechtzaak,"Milieu ",Voetbal,Geen,Agree -6,Agree -6,Agree -6,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat agree - 5,Far too little attention - 1,Far too little - 1,Slightly too little - 3,Neither too much nor too little - 4,Moderately too much - 6,Slightly too little - 3,Moderately too much - 6,Slightly too much - 5,Neither too much nor too little - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Never - 1,Strongly agree - 7,Strongly agree - 7,Somewhat disagree - 3,Somewhat disagree - 3,Disagree - 2,Neither too much nor too little attention - 4,Far too little - 1,Moderately too little - 2,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Never - 1,Somewhat disagree - 3,Disagree - 2,Somewhat agree - 5,Somewhat agree - 5,Agree - 6,Slightly too much attention - 5,Far too little - 1,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Slightly too little - 3,Moderately too much - 6,Far too much - 7,Slightly too much - 5,Neither agree nor disagree - 4,Agree - 6,Seldom - 2,Slightly interesting - 2,5,2803603,NL,GA,4,5,5
2021-10-19 10:01:48,2021-10-19 10:08:41,IP Address,100,412,True,2021-10-19 10:08:41,R_2YhcgKQ1SQt2KvZ,anonymous,NL,1,Vluchtelingen stroom,Milieu klimaatverandering,Woningnood,Prijsverhogingen,Armoede,Corona,Woning nood,Criminaliteit,Prijsverhogingen,Armoede,Agree -6,Agree -6,Somewhat agree -5,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,Agree - 6,Somewhat agree - 5,Somewhat disagree - 3,Somewhat disagree - 3,Disagree - 2,Slightly too much attention - 5,Moderately too much - 6,Slightly too little - 3,Far too little - 1,Moderately too much - 6,Neither too much nor too little - 4,Slightly too little - 3,Far too little - 1,Far too little - 1,Disagree - 2,Disagree - 2,Never - 1,Disagree - 2,Disagree - 2,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Far too little attention - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Somewhat agree - 5,Strongly agree - 7,Never - 1,Not interesting at all - 1,7,3182935,NL,FB,0,3,2
2021-10-19 09:50:18,2021-10-19 10:10:06,IP Address,100,1187,True,2021-10-19 10:10:06,R_1Cp8Ifrok6xBnrc,anonymous,NL,1,Woningnood,Immigratie,Criminaliteit,Milieu,Corona,Corona,Man voor tram geduwd,Formatie,smelten glestjers afrika,klimaat,Agree -6,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Disagree - 2,Strongly disagree - 1,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Moderately too little - 2,Disagree - 2,Disagree - 2,Most of the time - 6,,,,,,,,,,,,,,,,,,Moderately interesting - 3,6,2802433,NL,NOS,1,1,5
2021-10-19 10:07:56,2021-10-19 10:12:39,IP Address,100,283,True,2021-10-19 10:12:39,R_2ROj4MKGnTU7UWU,anonymous,NL,1,Corona,Armoede,Klimaat,Energie,Teroisme,Corona,Klimaat,Energie,Armoede,Teroisme,Agree -6,Agree -6,Agree -6,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Agree - 6,Neither agree of disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither agree nor disagree - 4,Somewhat agree - 5,About half of the time - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither agree nor disagree - 4,Somewhat agree - 5,Sometimes - 3,Slightly interesting - 2,1,5031767,NL,FB,0,4,2
2021-10-19 10:04:20,2021-10-19 10:13:47,IP Address,100,566,True,2021-10-19 10:13:47,R_3fVREbWoHHPaZwK,anonymous,NL,0.89999997615814208984375,"Geen regering ",Teveel asielzoekers,Hoge energierekening voor volgend jaar,Covid,Werkloosheid,"COVID ",Goffertstadion blijft dicht,Moskeeen zijn boos,Zelfgestookte baatmoederhalskanker,Het weer,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Slightly too little attention - 3,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,Somewhat agree - 5,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Slightly too much attention - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too little - 2,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Moderately too little - 2,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,Disagree - 2,Disagree - 2,Agree - 6,Agree - 6,Agree - 6,Moderately too little attention - 2,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,Very interesting - 4,7,974953,NL,GA,3,4,5
