StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,1_1,1_2,1_3,1_8,1_9,2_1,2_2,2_3,2_8,2_9,imid,Q_Language,group,SC1,SC2,SC3,controls
2021-10-21 02:32:55,2021-10-21 02:38:59,IP Address,100,364,True,2021-10-21 02:39:00,R_Orj9m2PApJD1SaB,anonymous,NL,1,sicherheit,arbeitslosigkeit,gesundheitssorge,wohnungen,milieu,sicherheit,gesundheit,arbeit,milieu,wohnen,3112903,NL,FB,1,3,0,no
2021-10-21 02:38:58,2021-10-21 02:43:01,IP Address,100,242,True,2021-10-21 02:43:01,R_1qXwY01Dzm06x9F,anonymous,NL,0.89999997615814208984375,armoede,vluchtelingen,woningnood,kindertoeslag,criminalieteit,ongelukken,messensteken,diefstal,moord,drank,488061,NL,FB,0,5,0,yes
2021-10-21 02:24:47,2021-10-21 02:43:31,IP Address,100,1123,True,2021-10-21 02:43:31,R_2Slc2kvYvmPu6LT,anonymous,NL,0.89999997615814208984375,Woning tekort,Zorg,Veiligheid,Onderwijs,Klimaat,Stijging van corona,Marokko gaat vlieg verbod,Noodweer,Fitsen naar spanje,Wereldster Nikkie,4431201,NL,FB,3,4,3,no
2021-10-21 02:39:41,2021-10-21 02:43:58,IP Address,100,257,True,2021-10-21 02:43:58,R_1r2Zz0IUWUPcWtT,anonymous,NL,1,wonnen,criminatliteit,klimaat,pensioenen,politie,wonen,klimaat,pensioenen,politie,waterkeringen,3135565,NL,GA,3,0,4,yes
2021-10-21 01:54:00,2021-10-21 02:45:25,IP Address,100,3085,True,2021-10-21 02:45:26,R_0Beo4ErVolLqcGl,anonymous,NL,0.89999997615814208984375,"Corona ","Belastingdienst ","Asielzoekers ","Klimaat ","Gasprijs ","Gasprijs ","Asielzoekers ",Klimaat,"Belastingdienst ","Corona ",5021576,NL,FB/NOS/GA,3,5,3,no
2021-10-21 02:42:55,2021-10-21 02:48:01,IP Address,100,306,True,2021-10-21 02:48:02,R_28GQWyyQG6w1rSA,anonymous,NL,1,Milieu,Huisvesting,"Corona  ","Fraude problemen belasting ",Formatie,Corona,"Formatie ","Stikstof ",Overvolle azc,Schade windhoos,4853202,NL,NOS,0,2,5,no
2021-10-21 02:43:10,2021-10-21 02:48:57,IP Address,100,346,True,2021-10-21 02:48:57,R_Y5ktxLDuLUj4LIZ,anonymous,NL,1,Herfststorm,overheid vs boeren,vrijhandelsakkoord UK-NZ,Ter Apel Vluchtelingen,NL weer Covid-19 bloedrood,Herfststorm,Boeren vs. Overheid,Tornado Barendrecht,Einde testfase Ocean Clean Up,WW-uitkeringen gedaald,810995,NL,NOS,0,0,5,yes
2021-10-21 02:47:09,2021-10-21 02:49:20,IP Address,100,130,True,2021-10-21 02:49:20,R_3fwm4o8UHWpxuBM,anonymous,NL,1,asielzoekers,toeslagenaffaire,aanslagen,huisvesting,moorden,asielzoekers,het weer,corona,huisvesting,criminaliteit,40696,NL,FB,0,3,0,yes
2021-10-21 02:47:57,2021-10-21 02:50:23,IP Address,100,146,True,2021-10-21 02:50:23,R_1OvmWz1rUpAxZ4q,anonymous,NL,1,Wonen,Toeslagenaffaire,Milieu,Formatie,Corona,Toeslagenaffaire,Asielzoekers,Formatie,Milieu,Wonen,5057625,NL,NOS,0,0,3,yes
2021-10-21 02:52:13,2021-10-21 02:55:06,IP Address,100,173,True,2021-10-21 02:55:06,R_1kM6EmthDcrHIZg,anonymous,NL,1,Veiligheid,immigratie,klimaat,samenstelling nieuw kabinet,woonmarkt,Storm van gisteravond,Coronabewijs verplicht bij terugkomst,Ocean cleanup is goed door de test gekomen,geen,geen,4989780,NL,NOS,0,0,3,yes
2021-10-21 02:51:10,2021-10-21 02:56:25,IP Address,100,315,True,2021-10-21 02:56:25,R_3UXvpMF3eYz1aDL,anonymous,NL,1,opvang asielzoekers,corona besmettingen in bijbelbeld,teveel opnames in het ziekenhuis met corona,energietekort,woningtekort,opvang asielzoekers,misdaad op straat,ziekenhuis opnames met corona,woningtekort,tekort aan zorgmedewerkers,168772,NL,FB,0,5,0,yes
2021-10-21 02:50:25,2021-10-21 02:59:05,IP Address,100,520,True,2021-10-21 02:59:06,R_2WC2ueGPi135fni,anonymous,NL,0.89999997615814208984375,corona,fraude,belasting,crisis,vluchtelingen,de wind,corona,cijfers,ongelukken,politiek,50925,NL,FB,1,5,1,no
2021-10-21 02:57:07,2021-10-21 03:03:04,IP Address,100,356,True,2021-10-21 03:03:04,R_1EdjM4H4Mjz2zDy,anonymous,NL,0.89999997615814208984375,formatie,uitspraak raad van state inzake wob,files door slecht weer,vaccibnaties naar arme landen,elizabeth niet naar noord ierland vanwege gezondheid,goud teamsprinters,ter apel krijgt lucht inzake asiel zoekers,leed toeslagen inzake uithuisplaatsingen,roquefort te zout,geen vluchten naar en van marocco,43596,NL,FB,0,5,2,yes
2021-10-21 03:05:24,2021-10-21 03:06:19,IP Address,100,54,True,2021-10-21 03:06:19,R_3nITtLuJfdLWhot,anonymous,NL,1,covid,storm,geen,geen,geen,storm,covid,geen,geen,geen,893680,NL,FB,2,5,2,yes
2021-10-21 02:15:07,2021-10-21 03:13:13,IP Address,100,3485,True,2021-10-21 03:13:14,R_vidNLxccu9cUXSh,anonymous,NL,1,huizenbouw,Ter Apel,Corona,regering,milieu,Ter Apel,kindertoeslag,Corona,Polen,Het weer,175262,NL,NOS,2,2,5,no
2021-10-21 03:12:10,2021-10-21 03:13:21,IP Address,100,70,True,2021-10-21 03:13:21,R_2YWjrwnA2RhRoNV,anonymous,NL,0.89999997615814208984375,Covid,Asiel,Kabinet,Milieu,Armoe,Covid,Milieu,Max,Weer,Sport,4727682,NL,NOS,2,0,5,yes
2021-10-21 03:10:22,2021-10-21 03:13:48,IP Address,100,206,True,2021-10-21 03:13:48,R_232gvNYT73eIJuc,anonymous,NL,0.89999997615814208984375,Corona,Belasting affaire,Rutte proces,Peter r de vries proces,Pensioenen,Storm schade,Ziekenhuis problemen,Corona,"CO2 ",Werkloosheid,4434405,NL,GA,5,0,2,yes
2021-10-21 03:04:17,2021-10-21 03:13:52,IP Address,100,575,True,2021-10-21 03:13:52,R_2w1y2cqf9XUwzrZ,anonymous,NL,1,Milieu,Energietransitie,woningnood,corona,kabinetsformatie,Champions League,windhozen,Corona bewijs,dure pepernoten,Oxfam,14252,NL,NOS,2,2,4,no
2021-10-21 03:12:18,2021-10-21 03:15:39,IP Address,100,200,True,2021-10-21 03:15:39,R_3JnkpVgprPgXRYO,anonymous,NL,0.89999997615814208984375,Asielopvang,Rechtspraak,Energiearmoe,Criminaliteit,Woningtekort,Rechtspraak Peter r de vries,Asielopvang ter apel,Weeralarm,Files door storm,Geweld plegingen,44904,NL,GA,3,0,0,yes
2021-10-21 03:15:24,2021-10-21 03:18:47,IP Address,100,202,True,2021-10-21 03:18:47,R_2wFfY9aknLiJWWi,anonymous,NL,1,toeslag affaire,afghanistan,klimaat,vormen nieuwe regering,woningnood,toeslag affaire,plaatsen vluchtelingen,klimaat,hoge kosten energie en gas,woningnood,5047801,NL,FB,0,5,0,yes
2021-10-21 03:09:18,2021-10-21 03:18:49,IP Address,100,571,True,2021-10-21 03:18:51,R_ALI40TG3FuSABDH,anonymous,EN,1,geen idee,weet niet,geen idee of,weeet niet niet,geen ideee,vfj,vfgf,ufyuyfuky,fyfy,vjhvm,4538116,EN,GA,3,2,3,no
2021-10-21 03:14:06,2021-10-21 03:19:48,IP Address,100,342,True,2021-10-21 03:19:48,R_3LZnQxMOQIaVSqP,anonymous,NL,0.89999997615814208984375,corona,ic hulp,te weinig plaatsen asiel zoekers,woningbouw,storm,storm,asielzoekers,kabinet formatie,besmetting loopt op,geen afstand,1865630,NL,GA,5,0,2,yes
2021-10-21 03:18:48,2021-10-21 03:22:08,IP Address,100,199,True,2021-10-21 03:22:08,R_2b32ktweKBQA4g1,anonymous,NL,0.89999997615814208984375,"Corona ","Kabinet ","Toeslagen affaire ","Asielzoekers ",Voetbalgeweld,Storm/windhoos,Corona,Voetbalgeweld,"Kabinet ","Instroom Afghanen ",4074650,NL,FB,2,5,3,yes
2021-10-21 03:13:47,2021-10-21 03:23:19,IP Address,100,571,True,2021-10-21 03:23:19,R_1GKun6ISuxWJkz2,anonymous,NL,1,misdaad,c02,boeren,woningnood,werk,toeslagenleed,ajax,coronavaccins,undercover agent,fillers,3154649,NL,FB,2,3,2,no
2021-10-21 03:21:44,2021-10-21 03:23:38,IP Address,100,114,True,2021-10-21 03:23:39,R_33xWP4DavDgdOYV,anonymous,NL,1,Corona,CO2,Geweld,Klimaat,Politiek,Weer,Voetbal,Geweld,Corona,Politiek,3179119,NL,FB,0,5,4,no
2021-10-21 03:23:43,2021-10-21 03:28:17,IP Address,100,273,True,2021-10-21 03:28:18,R_1g7v9lLT8QudjRS,anonymous,NL,0.89999997615814208984375,klimaat,huizenmarkt,gascrisis,co2,stikstof,huizenmarkt,co2,gascrisis,klimaat,immigratie,43250,NL,FB,0,5,0,no
2021-10-21 03:24:30,2021-10-21 03:29:23,IP Address,100,292,True,2021-10-21 03:29:23,R_SC3dUFbKX5kGtZD,anonymous,NL,1,Klimaat,Stikstof,Woningnood,Veiligheid,Openbaar bestuur,"Corona ",Klimaat,"Tornado ",Kindervaccinatie,Voetbal,639654,NL,FB,0,5,5,yes
2021-10-21 03:28:03,2021-10-21 03:31:19,IP Address,100,195,True,2021-10-21 03:31:19,R_1jOO1gXvsKE8eqa,anonymous,NL,0.89999997615814208984375,Milieu,Klimaat,Woningnood,Internationale spanningen,x,Boze boeren,Polen,Asielopvang,x,y,42267,NL,GA,5,1,5,yes
2021-10-21 03:34:03,2021-10-21 03:38:02,IP Address,100,239,True,2021-10-21 03:38:03,R_CdbXfjxXlCWkDEB,anonymous,NL,1,Toeslagen affaire,Gasprijzen,Armoede,Zorgpersoneel,Kabinetsvorming,Marokko in lockdown,Schade windhozen,Besmettingsgolf uk,Geen idee,"Geen idee ",4624107,NL,FB,1,5,2,no
2021-10-21 03:33:53,2021-10-21 03:41:33,IP Address,100,459,True,2021-10-21 03:41:33,R_1cZCenaPz1M2df3,anonymous,NL,1,klimaat,boeren en overheid,corona besmettingen,opvang asielzoekers,windhoos,asielzoekers Ter Apel,nederland rood op kaart,windaanval hooligans feyenoordhoos,klimaatrapport,boeren keren overheid de rug,43209,NL,FB,0,5,5,yes
2021-10-21 03:37:50,2021-10-21 03:43:01,IP Address,100,310,True,2021-10-21 03:43:01,R_1mrXswW9WNfNA80,anonymous,NL,0.100000001490116119384765625,Covid,Gas,Bezine,Co2,Weet niet,Weer,Gas,Co2,?,?,4916690,NL,FB,1,4,0,no
2021-10-21 03:42:48,2021-10-21 03:45:07,IP Address,100,139,True,2021-10-21 03:45:08,R_1BOTN0mDY2tv7dj,anonymous,NL,1,milieu,zorg,criminialiteit,financieen,toeslagen,toeslagen,belasting,gas,energie,zorg,4731402,NL,GA,4,4,5,no
2021-10-21 03:42:41,2021-10-21 03:46:07,IP Address,100,205,True,2021-10-21 03:46:07,R_2znDL4sZ0Zab4aY,anonymous,NL,1,gezondheid,veiligheid,scholen,woning,inkomen,gezondheid,veiligheid,woning,inkomen,scholen,4648890,NL,NOS,0,0,5,no
2021-10-21 03:44:21,2021-10-21 03:48:27,IP Address,100,246,True,2021-10-21 03:48:27,R_2uqWBdH0yZHvMXd,anonymous,NL,1,Kabinet,corona,toeslagen,woningen,criminaliteit,vaccinaties,woningnood,criminaliteit,milieu,aangifte Sywert van Lienden,1865934,NL,FB,0,5,0,yes
2021-10-21 03:43:03,2021-10-21 03:49:30,IP Address,100,386,True,2021-10-21 03:49:30,R_3kd1CZD0dRJ9x0s,anonymous,NL,0.89999997615814208984375,CDA verliest steun van boeren.,OPvang asielzoekers.,Niet nakomen belofte van Nederland Coronavaccins aan arme landen te leveren.,Stijging positieve coronatest in Europa.,Stopztten subsidies aan Polen i.v.m. conflict E.P.,CDA verliest steun boeren,OPvang asielzoekers Nederland.,Het niet verstrekken van vaccins door Nederland aan arme landen.,"Stijging positieve coronatesten in EuropaConflict Polen versus Europeesche Unie ",OPvang asielzoekers in Nederland,168500,NL,NOS,0,0,5,yes
2021-10-21 03:46:37,2021-10-21 03:49:34,IP Address,100,177,True,2021-10-21 03:49:35,R_Zdw9dT7tUShRbJT,anonymous,EN,1,covid,government coalition,state AOW,energy prices,trade with UK,covid,crime,energy costs,trade,dysfunctional government,2837723,EN,FB,0,5,0,yes
2021-10-21 03:49:56,2021-10-21 03:52:13,IP Address,100,137,True,2021-10-21 03:52:13,R_3nMiadHTwkMt2gy,anonymous,NL,1,Immigratie,Klimaat,Formatie,Corona,Zorg,Noodweer,"Personeelstekorten ",Corona,Zorg,Lockdown Letland,2802433,NL,NOS,1,1,5,yes
2021-10-21 03:33:46,2021-10-21 03:55:23,IP Address,100,1297,True,2021-10-21 03:55:24,R_3CWVi8mGgSQKE7f,anonymous,NL,1,corona,asielbeleid,marokko vliegen,ajax,ronaldo,corona,vliegen marokko,ajax,asielbeleid,tramongeluk,4095844,NL,GA,3,4,3,no
2021-10-21 03:37:10,2021-10-21 03:55:26,IP Address,100,1095,True,2021-10-21 03:55:26,R_2WIs8Jt3nYdu7ij,anonymous,NL,1,Nog steedsgeen regering,Milieu,Huisvesting,Toename coronabesmettingen,Opvang asielzoekers,Boeren geen vertrouwen meer in regeringsbeleid,Opvang asielzoekers,Wanbeleid kinderbescherming ?,Europesetop- Polen,Druk op de ziekenhuizen,4123581,NL,GA,4,0,1,yes
2021-10-21 03:55:47,2021-10-21 03:57:13,IP Address,100,85,True,2021-10-21 03:57:14,R_1DP7gZ0urjk9FK2,anonymous,NL,1,Migratie,Klimaat,Drugscriminaliteit,Corruptie,Woningaanbod,Coronabesmettingen,Hooligans Feyenoord,Stormschade,Klimaatrapport,Wantrouwen boeren in overheid,4724788,NL,NOS,0,1,5,yes
2021-10-21 03:42:20,2021-10-21 03:59:50,IP Address,100,1050,True,2021-10-21 03:59:50,R_bDXtfJ0EKY2lzqx,anonymous,NL,1,Corona crisis kosten,Corona crisis toename,Corona crisis ic bedden,"Corona crisis maatregelen ","Trage kabinet vorming ",Stormschsde,Storm overlast,"Corona haar en huid klachten ",Corona stijging,1e eu land weer in lockdown,574428,NL,FB,0,5,3,yes
2021-10-21 03:47:24,2021-10-21 03:59:59,IP Address,100,755,True,2021-10-21 04:00:00,R_RqU7Wa7bAhANHI5,anonymous,NL,1,Stijging Covid19,Overvolle asielcentra,Marokko vliegt niet naar Nederland,Niks over vorming kabinet,Overal arbeidskrachten tekort,Stijging Covid19,Teveel asielzoekers,Tekort personeel,Pensioenfondsen die niet extra willen uitkeren,verkiezingen nieuwe gemeente raad per 01-01-2022,19126,NL,FB,0,3,0,no
2021-10-21 03:57:18,2021-10-21 04:00:57,IP Address,100,218,True,2021-10-21 04:00:57,R_2tGaN6bK3j7bBrF,anonymous,NL,0.89999997615814208984375,energieprijzen,woningmarkt,corona besmetingen,kabinetvorm,hybrid werk,hagelstorm in Australie,grotebrand in Leeuwaarden,energiprijzen,nieuwe naam van facebook,hoge coronabesmettingen,4779640,NL,FB,2,5,2,yes
2021-10-21 04:06:21,2021-10-21 04:10:47,IP Address,100,265,True,2021-10-21 04:10:47,R_2Vaop3eBpG5m2mP,anonymous,NL,1,"File,s door het slechte weer ",Het dubbele hoger beroep voor de moord op Derk Wiersum,"asiel zoekers ",nog altijd geen kabinet,"oplopende corona cijfers en wie zich daar allemaal mee bemoeit ","Files door het slechte weer ","asielzoekers ","Corona cijfers ","steekpartijen ","Turkije dat niet meer van en naar Nederland vliegt ",45797,NL,FB,0,5,5,yes
2021-10-21 04:11:22,2021-10-21 04:15:07,IP Address,100,225,True,2021-10-21 04:15:07,R_12QirLrmo2q9lvs,anonymous,NL,1,coranocrisis,zorg,woningmarkt,energiemarkt,onderwijs,zorg,coronacrisis,woningmarkt,onderwijs,milieu,5025828,NL,FB,0,5,2,yes
2021-10-21 04:12:55,2021-10-21 04:16:09,IP Address,100,194,True,2021-10-21 04:16:09,R_T2fv5DVnN6NWSKR,anonymous,NL,1,boerenprotest,corona,noodweer,werkeloosheid,dupering overheid,letland Lockdown,het weer,werkeloosheid,?,?,484086,NL,GA,4,5,4,yes
2021-10-21 04:12:20,2021-10-21 04:16:52,IP Address,100,272,True,2021-10-21 04:16:53,R_2SqR4Laz1AHnjy8,anonymous,NL,1,Vluchtelingen,Inkomensgelijkheid,Agressie (op straat),Wonen,Corona,Corona,Wind afgelopen nacht,Agressie (Feyenoord),Europees Voetbal,Voedselprijzen omhoog,5009904,NL,GA,5,5,5,yes
2021-10-21 04:12:26,2021-10-21 04:17:03,IP Address,100,276,True,2021-10-21 04:17:03,R_3yFCwKbRcI68xbz,anonymous,NL,1,uit huis geplaatste kinderen,stikstofuitstoot,huizenmarkt,kabinet,corona,vikingdorp,vliegverkeer Marokko,energieprijzen,vertrouwen overheid,het weer,49489,NL,NOS,0,3,5,yes
2021-10-21 04:13:56,2021-10-21 04:22:17,IP Address,100,500,True,2021-10-21 04:22:17,R_1py56aOhGfB2Kjd,anonymous,NL,1,harde wind,niet genoeg personeel om ic beden op te schalen,boeren lopen weg bij CDA,schilderij van Beatrix geveild,Letland in lokdown,meer besmettingen,Bomen omgevallen door harde wind,Letland weer in lokdown,Polen,boeren geen vertrouwen,2744799,NL,FB,1,3,4,yes
2021-10-21 04:23:45,2021-10-21 04:29:32,IP Address,100,347,True,2021-10-21 04:29:33,R_3PB3mWUhsynGg8m,anonymous,NL,0.89999997615814208984375,drugscriminaliteit,teveel immigranten,klimaat,onderwijs,zorg,toeslagenaffaire,vaccins 3e wereld,tata steel verontreiniging,botox,voetbal fans uit duitsland,1208274,NL,FB,1,5,0,no
2021-10-21 04:42:04,2021-10-21 04:51:11,IP Address,100,546,True,2021-10-21 04:51:11,R_1Fms01bVNLEHfIK,anonymous,NL,1,"Corona ","Asiel opvang ",Gas,Klimaat,"Kabinetsformatie ","Corona ","Windhozen ","Asielopvang ","Energie contracten. ","Marokko ",4516689,NL,FB/NOS/GA,4,5,5,no
2021-10-21 04:48:58,2021-10-21 04:53:57,IP Address,100,299,True,2021-10-21 04:53:59,R_1CwmvFTxaOcadCn,anonymous,NL,0.89999997615814208984375,Corona,Griepprik,Milieu,Ontbossing,Asielzoekers,Corona,Griepprik,Milieu,Vervuiling,Kunst/cultuur,1773354,NL,FB,0,3,0,yes
2021-10-21 04:53:21,2021-10-21 04:56:13,IP Address,100,171,True,2021-10-21 04:56:13,R_3EjX9LAGTXyMLId,anonymous,NL,1,regeringsvorming,mobiliteit,criminaliteit,corona,opwarming van de aarde,politieke problemen,proces moord De Vries,drugs,corona,milieu,4326794,NL,FB,0,4,0,no
2021-10-21 04:52:29,2021-10-21 05:00:17,IP Address,100,467,True,2021-10-21 05:00:18,R_25Ys0Bm3Wt7vnbz,anonymous,NL,1,Gezondheidszorg,woningbouw,klimaatverandering,onderwijs,minimumsalarissen,noodweer,pensioenen niet verhoogd,klimaat,Boeren onder druk van overheid,werkloosheid gedaald,4328948,NL,GA,3,0,5,no
2021-10-21 04:59:43,2021-10-21 05:05:06,IP Address,100,322,True,2021-10-21 05:05:06,R_2uO5IXVW8nLmyKv,anonymous,NL,1,"Windhoos in Nederland ",Feyenoord hoelegaans,knvb mogelijk stadion sluiten,"Moskou sluiten door corona ",Pensioenfondsen kunnen niet verhogen,Schade door windhoos,"Moskou sluit door corona ",Pensioenfondsen kunnen niet verhogen,Aanval hoelegans feijenoord,Wk turnen voor vrouwen,483951,NL,NOS,0,4,5,yes
2021-10-21 05:05:00,2021-10-21 05:08:20,IP Address,100,199,True,2021-10-21 05:08:20,R_3DuLRPVhbhUmePA,anonymous,NL,0.89999997615814208984375,Afhandeling toeslagenaffaire,Koopkracht nav prijsstijgingen,Formatie,Coronabesmettingen,Openen horeca,Irritatie over afhandeling Polen door EU,Stijging coronabesmettingen,Stijging fossiele energie,Vluchtelingenproblematiek in Ten Appel,Vaccinatie voor kinderen,4078029,NL,NOS,0,1,3,yes
2021-10-21 05:07:23,2021-10-21 05:09:30,IP Address,100,126,True,2021-10-21 05:09:30,R_3DEVXdCTUZZ6Sl3,anonymous,NL,0.800000011920928955078125,Coronabeleid,Huisvesting,Milieu,Nvt,Nvt,Corona,Geweld op straat,Storm,Nvt,Nvt,481233,NL,GA,3,5,0,yes
2021-10-21 05:08:25,2021-10-21 05:11:06,IP Address,100,160,True,2021-10-21 05:11:06,R_23g8wBWk2hUlPEb,anonymous,NL,0.89999997615814208984375,Corona,Mileu,Vluchtelingen,Europa,Stikstof,Ajax,Undercover agent,Coronavaccins,Wielrennen,Toeslagenleed,47776,NL,NOS,0,0,5,yes
2021-10-21 03:26:39,2021-10-21 05:11:15,IP Address,100,6275,True,2021-10-21 05:11:15,R_1LRxDOulLXWrl1i,anonymous,NL,1,Milieu,Corona,Woningen,Criminaliteit,Armoede,Strom,Vaccinaties,La Palma,Fijenoord,WW,2466198,NL,GA,3,3,5,no
2021-10-21 05:19:24,2021-10-21 05:20:25,IP Address,100,60,True,2021-10-21 05:20:26,R_2uEeBzgc705Ug1H,anonymous,NL,0.89999997615814208984375,covid,milieu,oorlog,werk,economie,covid,milieu,knelpunten,werk,gezondheid,4674504,NL,GA,5,5,3,yes
2021-10-21 05:19:52,2021-10-21 05:24:25,IP Address,100,273,True,2021-10-21 05:24:26,R_24w4Pzw09yoQaq0,anonymous,NL,1,harde wind,Delta variant Covid,vliegverbod Marokko,idexatie pesioenen,weet niet,harde wind,windhoos,vliegverbod Marokko,Deltavariant Covid,weet niet,2933131,NL,NOS,2,2,4,no
2021-10-21 05:26:17,2021-10-21 05:27:44,IP Address,100,87,True,2021-10-21 05:27:45,R_3J45PClEcukbqxF,anonymous,NL,1,armoede,corona,energie,klimaat,onderwijs,klimaat,corona,armoede,energie,onderwijs,5031767,NL,FB,0,4,2,yes
2021-10-21 05:22:43,2021-10-21 05:29:33,IP Address,100,410,True,2021-10-21 05:29:33,R_2X54iM70vkGvtVG,anonymous,NL,0.89999997615814208984375,formatie,toename corona,stikstof,asielzoekers,voetbalgeweld,grote toename corona,energieprijzen,klimaatconferentie,situatie pensioenfondsen,voetbal perikelen,4067149,NL,FB,2,5,3,yes
2021-10-21 04:34:39,2021-10-21 05:35:53,IP Address,100,3673,True,2021-10-21 05:35:53,R_3qjNyl3Vf0ww3vi,anonymous,NL,1,Klimaat,Corona,Woningen,Zog,Stikstof,Strom,Asielopvak,IC bedden,Corona,Marokkok vliegt niet meer op NL,48183,NL,NOS,2,3,5,yes
2021-10-21 05:31:12,2021-10-21 05:37:18,IP Address,100,366,True,2021-10-21 05:37:19,R_cIMGUpZA4JHYH6x,anonymous,NL,1,woningnood,immigratie,energieprijzen,milieu,nieuw kabinet,woningnood,immigratie,energieprijzen,kabinetsformatie,dagelijkse schiet en steekpartijen,3114463,NL,NOS,1,0,3,no
2021-10-21 05:42:48,2021-10-21 05:44:53,IP Address,100,125,True,2021-10-21 05:44:54,R_vSl5Q3qnJlWixrP,anonymous,NL,1,formatie,misdaad,zorg,woningnood,vreemdelingen,misdaad,economie,zorg,sport,politiek,1773810,NL,FB,0,4,3,yes
2021-10-21 05:43:04,2021-10-21 05:44:57,IP Address,100,113,True,2021-10-21 05:44:58,R_2axF4YSEDJHIIA0,anonymous,NL,1,"Milieu ","Asiel ","Woningbouw ","Klimaat ","Terrorisme ","Corona ","Klimaat ","Milieu ","Huizenmarkt ","Economie ",43734,NL,GA/FB,5,5,0,yes
2021-10-21 05:23:09,2021-10-21 05:45:29,IP Address,100,1340,True,2021-10-21 05:45:29,R_3G7ctRHhwpFAgMV,anonymous,NL,1,"Stormschade, windhoos Zelhem /Barendrecht ","Pensioenen niet verhoogd ","Broekers - Knol bezoekt Ac TerApel, burgemeester niet tevreden met komende oplossingen ","Bedreiger van Rutte blijft van rechtbank vastzitten ",Stijging aantal Coronagevallen ic's kunnen niet opschalen ivm personeelstekort,"Rusland wil VNtop over Afghanistan, incl. Taliban ",VK-waakhond geeft Facebook boete >50 miljoen 💷,"Trump wil eigen platform op social media voor volgende verkiezingen ",Biden heeft problemen klimaatdoelen door 1 politicus Democraten,"Tesla winst vervijfvoudigd ",5027394,NL,NOS,0,0,5,yes
2021-10-21 04:46:29,2021-10-21 05:49:19,IP Address,100,3770,True,2021-10-21 05:49:19,R_tPNrPjOgGmqosut,anonymous,NL,0.89999997615814208984375,Klimaatbeheersing,Vluchtelingen stroom,"Woningnood ",Armoede,Kabinetvorming,Klimaatbeheersing,Kabinetvorming,Woninnood,Vluchtelingenstroom,Oplopende prijzen,3182935,NL,FB,0,3,2,yes
2021-10-21 05:43:44,2021-10-21 05:50:26,IP Address,100,401,True,2021-10-21 05:50:26,R_1PTN0emablLtWai,anonymous,NL,1,formatie,klimaatcrisis,bouwcrisis,corona,vluchtelingen,het weer,hooligans Feyenoord en Nec,nieuwe deltavariant,lockdown Letland en Moskou,vluchtelingen ter Apel,4854387,NL,GA,5,0,5,yes
2021-10-21 05:52:25,2021-10-21 05:54:31,IP Address,100,126,True,2021-10-21 05:54:31,R_XS8fJAIRxk1GViN,anonymous,NL,1,wonen,covid,veiligheid,criminaliteit,asiel,wonen,covid,agressie,weer,verkeer,173412,NL,FB,0,5,0,yes
2021-10-21 05:53:08,2021-10-21 05:58:41,IP Address,100,333,True,2021-10-21 05:58:41,R_3lG4iCxbQbFpjTw,anonymous,NL,0.89999997615814208984375,Klimaat,Kabinet,Onderwijs,Zorg,Belasting,Windhozen,Corona,"Pensioenfondsen ",Klimaat,Voetbal,3337224,NL,GA,4,5,5,yes
2021-10-21 05:57:49,2021-10-21 06:04:24,IP Address,100,395,True,2021-10-21 06:04:25,R_1ojYEHoGgKaLhnm,anonymous,NL,1,criminaliteit,millieu,migranten,regering,energie,feijenoord supporters schoppen rel,Covid stijging,kabinet perikelen,weet niet,weet niet,480184,NL,FB,0,5,3,no
2021-10-21 06:04:53,2021-10-21 06:05:04,IP Address,100,11,True,2021-10-21 06:05:05,R_3q8ejgYXSo0EKVH,anonymous,NL,1,,,,,,,,,,,595554,NL,,,,,
2021-10-21 06:09:39,2021-10-21 06:15:01,IP Address,100,322,True,2021-10-21 06:15:01,R_1LpquXGyMewekqy,anonymous,NL,1,huisvesting,klimaat/milieu,inkomensongelijkheid,kabinetsformatie,toeslagenaffaire,geen verhoging pensioenen,druk landen op klimaatrapport VN,Moskou in lockdown,rijke landen breken vaccinbelofte,gevolgen/overlast door noodweer in Nederland,480907,NL,FB,0,4,0,yes
2021-10-21 06:16:40,2021-10-21 06:18:24,IP Address,100,103,True,2021-10-21 06:18:24,R_2alZrU3tR5StXIw,anonymous,NL,1,asielbeleid,toeslagendiscussie,energiekosten,zorgkosten,corona,corona,asielbeleid in terapel,zorg,storm,polen,168751,NL,FB,0,5,0,yes
2021-10-21 06:11:51,2021-10-21 06:19:52,IP Address,100,480,True,2021-10-21 06:19:52,R_2dmr200WAgEYytC,anonymous,NL,0.89999997615814208984375,vergrijzing,criminaliteit,mentaliteit,uitgaansgeweld,zorg,onderdrukking tibetanen,co 2,klimaat,rechtszaak p. de vries,pensioen,3896717,NL,NOS,0,3,4,no
2021-10-21 06:21:56,2021-10-21 06:23:57,IP Address,100,120,True,2021-10-21 06:23:57,R_qLAOMn6XOWpXMKl,anonymous,NL,1,vorming kabinet,corona,toeslagenaffaire,onderwijs,gaswinning groningen,corona,toeslagen,polen eu,herfstweer,onderwijs,4780007,NL,FB,0,5,0,yes
