StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,1,2,3,4,5,8,7,10,6,9,SC1,SC2,SC3,Q_URL,Q_Language,ExternalReference,imid,group,email,Recruit
2021-10-14 3:15:20,2021-10-14 3:16:37,IP Address,100,76,TRUE,2021-10-14 3:16:37,R_2Bqx33cdV71ehY8,anonymous,NL,1,"Yes, I participate",72,Female,"MBO 2, 3, 4 or MBO before 1998",1,,5,1,5,5,0,5,1,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=485438,NL,485438,485438,FB,xxxx@xxx.com,Completed
2021-10-14 3:15:48,2021-10-14 3:17:45,IP Address,100,117,TRUE,2021-10-14 3:17:45,R_25Gwso7bqNiiY0t,anonymous,NL,1,"Yes, I participate",78,Male,"MBO 2, 3, 4 or MBO before 1998",1,,1,,5,5,0,5,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=168288,NL,168288,168288,FB,xxxx@xxx.com,Completed
2021-10-14 3:15:30,2021-10-14 3:17:47,IP Address,100,137,TRUE,2021-10-14 3:17:47,R_1Ld0FshCdR2MTgL,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",77,Male,"MBO 2, 3, 4 or MBO before 1998",1,,5,5,5,5,0,5,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=5047883,NL,5047883,5047883,FB,xxxx@xxx.com,Completed
2021-10-14 3:15:30,2021-10-14 3:18:16,IP Address,100,165,TRUE,2021-10-14 3:18:16,R_9GOsuWLh4whzAuB,anonymous,NL,800.000.011.920.928.000.000.000,"Yes, I participate",52,Female,HBO (except HBO master) / WO candidate or WO bachelor,1,,2,2,3,3,0,3,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=567060,NL,567060,567060,FB,xxxx@xxx.com,Completed
2021-10-14 3:16:57,2021-10-14 3:19:12,IP Address,100,134,TRUE,2021-10-14 3:19:13,R_3TQCRVaGuecDrUJ,anonymous,NL,1,"Yes, I participate",62,Female,None or primary education,1,,4,4,5,5,0,5,4,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4536811,NL,4536811,4536811,FB,xxxx@xxx.com,Completed
2021-10-14 3:18:19,2021-10-14 3:21:00,IP Address,100,160,TRUE,2021-10-14 3:21:00,R_25vgokJB1hv9bIv,anonymous,NL,1,"Yes, I participate",72,Female,"HAVO or VWO (4th, 5th or 6th class) / HBS / MMS",1,,5,5,5,5,0,5,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=45797,NL,45797,45797,FB,xxxx@xxx.com,Completed
2021-10-14 3:22:34,2021-10-14 3:25:55,IP Address,100,200,TRUE,2021-10-14 3:25:55,R_1Nb2ucCjyptB5q1,anonymous,NL,1,"Yes, I participate",78,Male,"MBO 2, 3, 4 or MBO before 1998",2,1,2,3,5,5,1,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=1578008,NL,1578008,1578008,FB,xxxx@xxx.com,Completed
2021-10-14 3:24:19,2021-10-14 3:25:58,IP Address,100,99,TRUE,2021-10-14 3:25:58,R_1rGFHZ2I8KoL458,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",67,Female,MAVO / HAVO or VWO (first three years) / VMBO (theoretical or mixed) / (M)ULO,1,,1,,5,5,0,5,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=1865934,NL,1865934,1865934,FB,xxxx@xxx.com,Completed
2021-10-14 3:21:11,2021-10-14 3:26:21,IP Address,100,310,TRUE,2021-10-14 3:26:21,R_1FeQMkv39JskANy,anonymous,NL,1,"Yes, I participate",29,Female,HBO (except HBO master) / WO candidate or WO bachelor,1,,2,2,5,5,0,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=647407,NL,647407,647407,FB,xxxx@xxx.com,Completed
2021-10-14 3:23:38,2021-10-14 3:26:25,IP Address,100,167,TRUE,2021-10-14 3:26:25,R_pPLUyFuCWWjuriF,anonymous,NL,699.999.988.079.071.000.000.000,"Yes, I participate",71,Male,HBO (except HBO master) / WO candidate or WO bachelor,1,,2,2,3,3,0,3,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4031731,NL,4031731,4031731,FB,xxxx@xxx.com,Completed
2021-10-14 3:25:17,2021-10-14 3:26:49,IP Address,100,91,TRUE,2021-10-14 3:26:49,R_2v7IP7D32yM2Hmw,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",74,Male,None or primary education,1,,2,2,5,5,0,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=168722,NL,168722,168722,FB,xxxx@xxx.com,Completed
2021-10-14 3:25:03,2021-10-14 3:28:07,IP Address,100,183,TRUE,2021-10-14 3:28:08,R_qXhjjzJtkxSaLy9,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",72,Female,MAVO / HAVO or VWO (first three years) / VMBO (theoretical or mixed) / (M)ULO,1,,1,,5,5,0,5,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=43250,NL,43250,43250,FB,xxxx@xxx.com,Completed
2021-10-14 3:28:53,2021-10-14 3:31:25,IP Address,100,151,TRUE,2021-10-14 3:31:25,R_3eadxxaFNGCGHmD,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",73,Male,WO doctoral / WO master / HBO master / postgraduate education,1,,5,5,5,5,0,5,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=639654,NL,639654,639654,FB,xxxx@xxx.com,Completed
2021-10-14 3:35:06,2021-10-14 3:36:28,IP Address,100,82,TRUE,2021-10-14 3:36:29,R_3dN6LEYetBzO3O5,anonymous,NL,800.000.011.920.928.000.000.000,"Yes, I participate",78,Male,HBO (except HBO master) / WO candidate or WO bachelor,1,,2,2,5,5,0,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=593235,NL,593235,593235,FB,xxxx@xxx.com,Completed
2021-10-14 3:34:40,2021-10-14 3:37:56,IP Address,100,196,TRUE,2021-10-14 3:37:56,R_3Es4Cq6qIJEyWcf,anonymous,EN,89.999.997.615.814.200.000.000,"Yes, I participate",71,Male,MAVO / HAVO or VWO (first three years) / VMBO (theoretical or mixed) / (M)ULO,1,,1,,5,5,0,5,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=2837723,EN,2837723,2837723,FB,xxxx@xxx.com,Completed
2021-10-14 4:06:57,2021-10-14 4:08:25,IP Address,100,87,TRUE,2021-10-14 4:08:25,R_24xgcsesf1jGr5O,anonymous,NL,1,"Yes, I participate",37,Female,"MBO 2, 3, 4 or MBO before 1998",1,,2,2,5,5,0,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=48300,NL,48300,48300,FB,xxxx@xxx.com,Completed
2021-10-14 4:22:12,2021-10-14 4:31:57,IP Address,100,584,TRUE,2021-10-14 4:31:58,R_2dMRRv5CxcpaymB,anonymous,NL,1,"Yes, I participate",36,Female,WO doctoral / WO master / HBO master / postgraduate education,1,,3,3,5,5,0,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=3116121,NL,3116121,3116121,FB,xxxx@xxx.com,Completed
2021-10-14 4:32:40,2021-10-14 4:33:15,IP Address,100,34,TRUE,2021-10-14 4:33:15,R_vubp6OG9E30Ez4d,anonymous,NL,1,"Yes, I participate",25,Female,HBO (except HBO master) / WO candidate or WO bachelor,1,,2,2,5,3,0,3,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4548269,NL,4548269,4548269,FB,xxxx@xxx.com,Completed
2021-10-14 4:31:55,2021-10-14 4:33:31,IP Address,100,95,TRUE,2021-10-14 4:33:31,R_1jPAfKHz3lcKmJl,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",74,Male,"HAVO or VWO (4th, 5th or 6th class) / HBS / MMS",1,,2,2,5,5,0,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=43596,NL,43596,43596,FB,xxxx@xxx.com,Completed
2021-10-14 4:40:53,2021-10-14 4:43:04,IP Address,100,131,TRUE,2021-10-14 4:43:04,R_ONd1fxYgV6slqH7,anonymous,NL,1,"Yes, I participate",67,Female,HBO (except HBO master) / WO candidate or WO bachelor,1,,2,2,5,5,0,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=2797926,NL,2797926,2797926,FB,xxxx@xxx.com,Completed
2021-10-14 4:49:30,2021-10-14 4:50:55,IP Address,100,85,TRUE,2021-10-14 4:50:55,R_116BRcWx0pKr7ox,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",38,Female,"MBO 2, 3, 4 or MBO before 1998",1,,1,,5,3,0,3,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=3819875,NL,3819875,3819875,FB,xxxx@xxx.com,Completed
2021-10-14 4:52:06,2021-10-14 4:53:17,IP Address,100,71,TRUE,2021-10-14 4:53:17,R_3F4YP8Upan5bKET,anonymous,NL,800.000.011.920.928.000.000.000,"Yes, I participate",57,Male,"HAVO or VWO (4th, 5th or 6th class) / HBS / MMS",1,,1,,5,5,0,5,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=1867794,NL,1867794,1867794,FB,xxxx@xxx.com,Completed
2021-10-14 4:59:12,2021-10-14 5:00:53,IP Address,100,101,TRUE,2021-10-14 5:00:54,R_Z1xGr9RpkO93aLL,anonymous,NL,1,"Yes, I participate",78,Female,MAVO / HAVO or VWO (first three years) / VMBO (theoretical or mixed) / (M)ULO,1,,2,1,5,5,0,5,1,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=173005,NL,173005,173005,FB,xxxx@xxx.com,Completed
2021-10-14 5:00:32,2021-10-14 5:02:02,IP Address,100,90,TRUE,2021-10-14 5:02:03,R_2rIRNYqwavdHqdy,anonymous,NL,1,"Yes, I participate",67,Female,HBO (except HBO master) / WO candidate or WO bachelor,1,,2,2,5,5,0,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=3119751,NL,3119751,3119751,FB,xxxx@xxx.com,Completed
2021-10-14 5:02:18,2021-10-14 5:03:59,IP Address,100,101,TRUE,2021-10-14 5:04:00,R_DJgeq4Eco6FYIMN,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",57,Female,HBO (except HBO master) / WO candidate or WO bachelor,1,,1,,3,3,0,3,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=1773354,NL,1773354,1773354,FB,xxxx@xxx.com,Completed
2021-10-14 5:18:06,2021-10-14 5:21:37,IP Address,100,211,TRUE,2021-10-14 5:21:38,R_30vDKlhMlYop2o4,anonymous,NL,1,"Yes, I participate",74,Male,"MBO 2, 3, 4 or MBO before 1998",1,,1,,5,5,0,5,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=168772,NL,168772,168772,FB,xxxx@xxx.com,Completed
2021-10-14 5:32:41,2021-10-14 5:34:20,IP Address,100,99,TRUE,2021-10-14 5:34:20,R_25bx48beT23MOmB,anonymous,NL,1,"Yes, I participate",51,Male,"MBO 2, 3, 4 or MBO before 1998",1,,2,1,5,5,0,5,1,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=42815,NL,42815,42815,FB,xxxx@xxx.com,Completed
2021-10-14 5:43:19,2021-10-14 5:44:13,IP Address,100,53,TRUE,2021-10-14 5:44:13,R_1Nb1kmKNY9cJCUx,anonymous,NL,1,"Yes, I participate",37,Male,"MBO 2, 3, 4 or MBO before 1998",1,,1,,5,5,0,5,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=5039490,NL,5039490,5039490,FB,xxxx@xxx.com,Completed
2021-10-14 5:48:23,2021-10-14 5:50:28,IP Address,100,124,TRUE,2021-10-14 5:50:28,R_Du6wig9wUbgNeWl,anonymous,NL,1,"Yes, I participate",53,Female,"MBO 2, 3, 4 or MBO before 1998",1,,1,,5,5,0,5,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=5047801,NL,5047801,5047801,FB,xxxx@xxx.com,Completed
2021-10-14 6:00:39,2021-10-14 6:02:15,IP Address,100,95,TRUE,2021-10-14 6:02:15,R_1QneiSbo5xENrb5,anonymous,NL,1,"Yes, I participate",29,Female,"MBO 2, 3, 4 or MBO before 1998",2,1,2,2,5,5,1,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4624107,NL,4624107,4624107,FB,xxxx@xxx.com,Completed
2021-10-14 6:16:03,2021-10-14 6:17:51,IP Address,100,108,TRUE,2021-10-14 6:17:52,R_UACKi4CkSiHTosh,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",48,Female,None or primary education,1,,2,2,5,4,0,4,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=5031767,NL,5031767,5031767,FB,xxxx@xxx.com,Completed
2021-10-14 6:37:10,2021-10-14 6:39:38,IP Address,100,148,TRUE,2021-10-14 6:39:39,R_x5HRssQ8NvxvoDD,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",73,Female,MAVO / HAVO or VWO (first three years) / VMBO (theoretical or mixed) / (M)ULO,1,,5,5,5,5,0,5,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=3172997,NL,3172997,3172997,FB,xxxx@xxx.com,Completed
2021-10-14 7:00:37,2021-10-14 7:01:45,IP Address,100,67,TRUE,2021-10-14 7:01:46,R_3M0duMInobV1d0K,anonymous,NL,1,"Yes, I participate",20,Female,"MBO 2, 3, 4 or MBO before 1998",1,,2,2,5,3,0,3,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=5027759,NL,5027759,5027759,FB,xxxx@xxx.com,Completed
2021-10-14 6:58:46,2021-10-14 7:02:11,IP Address,100,204,TRUE,2021-10-14 7:02:11,R_2ZJHchqmay1GIQR,anonymous,NL,800.000.011.920.928.000.000.000,"Yes, I participate",70,Male,HBO (except HBO master) / WO candidate or WO bachelor,1,,1,,3,3,0,3,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=485456,NL,485456,485456,FB,xxxx@xxx.com,Completed
2021-10-14 7:01:53,2021-10-14 7:04:08,IP Address,100,135,TRUE,2021-10-14 7:04:09,R_PHarDLMAiWQxwTD,anonymous,NL,1,"Yes, I participate",72,Male,"MBO 2, 3, 4 or MBO before 1998",1,,1,,5,4,0,4,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=168860,NL,168860,168860,FB,xxxx@xxx.com,Completed
2021-10-14 7:17:54,2021-10-14 7:21:19,IP Address,100,205,TRUE,2021-10-14 7:21:19,R_2vlb8rRmuiJlpZB,anonymous,NL,1,"Yes, I participate",72,Female,"MBO 2, 3, 4 or MBO before 1998",1,,3,3,5,5,0,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=480184,NL,480184,480184,FB,xxxx@xxx.com,Completed
2021-10-14 7:43:46,2021-10-14 7:45:13,IP Address,100,86,TRUE,2021-10-14 7:45:13,R_0vuEMSF8sdYiw1z,anonymous,EN,1,"Yes, I participate",50,Male,HBO (except HBO master) / WO candidate or WO bachelor,2,1,3,2,3,3,1,3,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4666264,EN,4666264,4666264,FB,xxxx@xxx.com,Completed
2021-10-14 8:15:59,2021-10-14 8:19:06,IP Address,100,186,TRUE,2021-10-14 8:19:06,R_12RNA7ysLu48Yr3,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",35,Female,MAVO / HAVO or VWO (first three years) / VMBO (theoretical or mixed) / (M)ULO,5,1,2,1,5,5,1,5,1,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=50925,NL,50925,50925,FB,xxxx@xxx.com,Completed
2021-10-15 1:55:39,2021-10-15 1:56:36,IP Address,100,57,TRUE,2021-10-15 1:56:37,R_z8Rhp4ld9gfcszT,anonymous,NL,800.000.011.920.928.000.000.000,"Yes, I participate",32,Female,HBO (except HBO master) / WO candidate or WO bachelor,1,,4,4,5,5,0,5,4,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=3179119,NL,3179119,3179119,FB,xxxx@xxx.com,Completed
2021-10-15 9:10:57,2021-10-15 9:13:20,IP Address,100,142,TRUE,2021-10-15 9:13:20,R_1P1bIPMkUN1aFGu,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",35,Female,LBO / VMBO (management or vocational) / MBO/ VBO,1,,3,3,5,5,0,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=574428,NL,574428,574428,FB,xxxx@xxx.com,Completed
2021-10-15 10:38:11,2021-10-15 10:39:23,IP Address,100,72,TRUE,2021-10-15 10:39:24,R_1dulbUrUcCtqWWE,anonymous,NL,1,"Yes, I participate",70,Male,None or primary education,1,,2,3,5,5,0,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=2764740,NL,2764740,2764740,FB,xxxx@xxx.com,Completed
2021-10-15 11:35:10,2021-10-15 11:36:50,IP Address,100,99,TRUE,2021-10-15 11:36:50,R_1lxXMl6vHsTlu1T,anonymous,NL,1,"Yes, I participate",56,Female,HBO (except HBO master) / WO candidate or WO bachelor,1,,3,3,5,5,0,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=2798633,NL,2798633,2798633,FB,xxxx@xxx.com,Completed
2021-10-06 1:31:54,2021-10-06 1:34:29,IP Address,100,155,TRUE,2021-10-06 1:34:30,R_81iESntJ2pn6mkx,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",68,Male,None or primary education,2,2,2,2,3,3,2,3,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=3154649,NL,3154649,3154649,FB,xxxx@xxx.com,Completed
2021-10-06 2:13:22,2021-10-06 2:14:22,IP Address,100,60,TRUE,2021-10-06 2:14:23,R_1oBEmpHCHYLipB7,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",40,Male,WO doctoral / WO master / HBO master / postgraduate education,2,2,3,3,5,5,2,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=2008638,NL,2008638,2008638,FB,xxxx@xxx.com,Completed
2021-10-06 6:53:44,2021-10-06 6:56:01,IP Address,100,136,TRUE,2021-10-06 6:56:01,R_12EmN6sRj1CvSXl,anonymous,NL,1,"Yes, I participate",63,Male,"MBO 2, 3, 4 or MBO before 1998",2,2,2,3,5,5,2,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=167441,NL,167441,167441,FB,xxxx@xxx.com,Completed
2021-10-06 7:53:14,2021-10-06 7:53:43,IP Address,100,28,TRUE,2021-10-06 7:53:43,R_2D6oWP1xtTP9bgc,anonymous,NL,1,"Yes, I participate",30,Female,"MBO 2, 3, 4 or MBO before 1998",2,2,2,2,5,5,2,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=893680,NL,893680,893680,FB,xxxx@xxx.com,Completed
2021-10-07 3:06:30,2021-10-07 3:07:42,IP Address,100,71,TRUE,2021-10-07 3:07:42,R_0AJyVaIZq6iTxSN,anonymous,NL,1,"Yes, I participate",57,Female,"MBO 2, 3, 4 or MBO before 1998",2,2,5,3,5,5,2,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=655814,NL,655814,655814,FB,xxxx@xxx.com,Completed
2021-10-07 3:08:06,2021-10-07 3:09:37,IP Address,100,91,TRUE,2021-10-07 3:09:38,R_3NIq9yUwsy4Nl0B,anonymous,NL,1,"Yes, I participate",49,Female,"HAVO or VWO (4th, 5th or 6th class) / HBS / MMS",2,2,2,2,5,5,2,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4022408,NL,4022408,4022408,FB,xxxx@xxx.com,Completed
2021-10-07 3:21:23,2021-10-07 3:22:24,IP Address,100,61,TRUE,2021-10-07 3:22:25,R_3RrsHSouCqvMpTM,anonymous,NL,1,"Yes, I participate",69,Male,HBO (except HBO master) / WO candidate or WO bachelor,5,2,5,3,5,4,2,4,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4413564,NL,4413564,4413564,FB,xxxx@xxx.com,Completed
2021-10-07 5:39:31,2021-10-07 5:41:19,IP Address,100,107,TRUE,2021-10-07 5:41:19,R_2zhHURSAtSXFh9z,anonymous,NL,1,"Yes, I participate",72,Male,"MBO 2, 3, 4 or MBO before 1998",2,2,3,2,5,5,2,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4159948,NL,4159948,4159948,FB,xxxx@xxx.com,Completed
2021-10-12 3:16:30,2021-10-12 3:17:18,IP Address,100,48,TRUE,2021-10-12 3:17:19,R_2ROlYa0a3jZyRJv,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",49,Male,"HAVO or VWO (4th, 5th or 6th class) / HBS / MMS",2,2,4,3,5,5,2,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=5021572,NL,5021572,5021572,FB,xxxx@xxx.com,Completed
2021-10-13 9:16:55,2021-10-13 9:17:58,IP Address,100,63,TRUE,2021-10-13 9:17:59,R_1jGNoFXHqmxaxIf,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",33,Female,WO doctoral / WO master / HBO master / postgraduate education,3,2,2,2,5,5,2,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4779640,NL,4779640,4779640,FB,xxxx@xxx.com,Completed
2021-10-13 9:42:56,2021-10-13 9:43:53,IP Address,100,56,TRUE,2021-10-13 9:43:53,R_VVlmZnOo9UjkCoV,anonymous,NL,1,"Yes, I participate",48,Female,HBO (except HBO master) / WO candidate or WO bachelor,2,2,4,3,5,5,2,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=173200,NL,173200,173200,FB,xxxx@xxx.com,Completed
2021-10-13 9:49:26,2021-10-13 9:51:22,IP Address,100,115,TRUE,2021-10-13 9:51:22,R_3nNahWXbJGsSuJs,anonymous,NL,1,"Yes, I participate",65,Female,None or primary education,2,2,2,2,5,5,2,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=36160,NL,36160,36160,FB,xxxx@xxx.com,Completed
2021-10-13 11:23:59,2021-10-13 11:27:50,IP Address,100,230,TRUE,2021-10-13 11:27:50,R_1kMnbsPUOA0L8sK,anonymous,NL,1,"Yes, I participate",78,Male,"HAVO or VWO (4th, 5th or 6th class) / HBS / MMS",2,2,3,3,5,5,2,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4353320,NL,4353320,4353320,FB,xxxx@xxx.com,Completed
2021-10-13 11:38:44,2021-10-13 11:43:04,IP Address,100,259,TRUE,2021-10-13 11:43:04,R_3DdWeDJCrAZM2oK,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",47,Male,"MBO 2, 3, 4 or MBO before 1998",3,2,3,3,5,5,2,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4732950,NL,4732950,4732950,FB,xxxx@xxx.com,Completed
2021-10-13 11:41:15,2021-10-13 11:43:25,IP Address,100,129,TRUE,2021-10-13 11:43:25,R_1du8W59zL6yumDR,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",72,Male,WO doctoral / WO master / HBO master / postgraduate education,2,2,3,3,5,5,2,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4067149,NL,4067149,4067149,FB,xxxx@xxx.com,Completed
2021-10-13 12:47:02,2021-10-13 12:48:21,IP Address,100,79,TRUE,2021-10-13 12:48:22,R_2zpVnUgaU3QlWa2,anonymous,NL,1,"Yes, I participate",66,Female,"MBO 2, 3, 4 or MBO before 1998",2,2,5,3,5,5,2,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=173335,NL,173335,173335,FB,xxxx@xxx.com,Completed
2021-10-14 3:12:38,2021-10-14 3:13:35,IP Address,100,57,TRUE,2021-10-14 3:13:35,R_1g7VjXo8phxBbXw,anonymous,NL,1,"Yes, I participate",64,Female,MAVO / HAVO or VWO (first three years) / VMBO (theoretical or mixed) / (M)ULO,2,2,2,2,5,5,2,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4374253,NL,4374253,4374253,FB,xxxx@xxx.com,Completed
2021-10-14 3:18:54,2021-10-14 3:20:09,IP Address,100,75,TRUE,2021-10-14 3:20:10,R_2AKFyTNTcGkRfFF,anonymous,NL,4.000.000.059.604.640.000.000.000,"Yes, I participate",56,Male,HBO (except HBO master) / WO candidate or WO bachelor,2,2,3,3,4,4,2,4,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=2685266,NL,2685266,2685266,FB,xxxx@xxx.com,Completed
2021-10-14 3:21:11,2021-10-14 3:22:57,IP Address,100,106,TRUE,2021-10-14 3:22:58,R_3O7TpkAuMYpLiEU,anonymous,NL,1,"Yes, I participate",73,Male,WO doctoral / WO master / HBO master / postgraduate education,2,2,3,3,5,5,2,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=2418880,NL,2418880,2418880,FB,xxxx@xxx.com,Completed
2021-10-14 4:56:49,2021-10-14 4:57:53,IP Address,100,63,TRUE,2021-10-14 4:57:53,R_1nOZJAvADotCftC,anonymous,NL,1,"Yes, I participate",56,Female,"MBO 2, 3, 4 or MBO before 1998",2,2,3,3,5,5,2,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4074650,NL,4074650,4074650,FB,xxxx@xxx.com,Completed
2021-10-14 5:21:24,2021-10-14 5:23:43,IP Address,100,139,TRUE,2021-10-14 5:23:43,R_3kkbBPTbZHpWYNA,anonymous,NL,1,"Yes, I participate",45,Female,"MBO 2, 3, 4 or MBO before 1998",2,2,3,3,5,5,2,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=479853,NL,479853,479853,FB,xxxx@xxx.com,Completed
